Sentence,Tokens,Labels
"The Mont Blanc, located in the Graian Alps on the border of France and Italy, is the highest peak in Western Europe.","<s> The ĠMont ĠBlanc , Ġlocated Ġin Ġthe ĠGra ian ĠAlps Ġon Ġthe Ġborder Ġof ĠFrance Ġand ĠItaly , Ġis Ġthe Ġhighest Ġpeak Ġin ĠWestern ĠEurope . </s>",<s> O B-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O </s>
The majestic mountain of Monte Rosa rises high above the surrounding Swiss Alps.,<s> The Ġmajestic Ġmountain Ġof ĠMonte ĠRosa Ġrises Ġhigh Ġabove Ġthe Ġsurrounding ĠSwiss ĠAlps . </s>,<s> O O O O O O O O O O O O O O </s>
Nanga Parbat is the ninth-highest mountain in the world and one of Pakistan's most iconic peaks.,<s> N anga ĠPar bat Ġis Ġthe Ġninth - highest Ġmountain Ġin Ġthe Ġworld Ġand Ġone Ġof ĠPakistan 's Ġmost Ġiconic Ġpeaks . </s>,<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O </s>
"Mount Olympus stood majestically in Greece, its snow-capped peak shrouded in mist and legend.","<s> Mount ĠOlympus Ġstood Ġmaj est ically Ġin ĠGreece , Ġits Ġsnow - c apped Ġpeak Ġshrouded Ġin Ġmist Ġand Ġlegend . </s>",<s> B-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O </s>
"The snow-capped peak of Pico de Orizaba, Mexico's highest mountain, rises dramatically above the surrounding landscape.","<s> The Ġsnow - c apped Ġpeak Ġof ĠP ico Ġde ĠOri z aba , ĠMexico 's Ġhighest Ġmountain , Ġrises Ġdramatically Ġabove Ġthe Ġsurrounding Ġlandscape . </s>",<s> O O O O O O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O </s>
"The sun rises over Pico, casting a golden glow across its rugged landscape.","<s> The Ġsun Ġrises Ġover ĠP ico , Ġcasting Ġa Ġgolden Ġglow Ġacross Ġits Ġrugged Ġlandscape . </s>",<s> O O O O B-LOCATION I-LOCATION O O O O O O O O O O </s>
The extreme climbers attempting to summit Pisang Peak in Nepal require extensive mountaineering experience and physical endurance due to its rugged terrain and unpredictable weather conditions.,<s> The Ġextreme Ġclimbers Ġattempting Ġto Ġsummit ĠPis ang ĠPeak Ġin ĠNepal Ġrequire Ġextensive Ġmount aine ering Ġexperience Ġand Ġphysical Ġendurance Ġdue Ġto Ġits Ġrugged Ġterrain Ġand Ġunpredictable Ġweather Ġconditions . </s>,<s> O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
Mount Pumori rises dramatically above the ice fields of Antarctica's Sentinel Range in the Ellsworth Mountains.,<s> Mount ĠP um ori Ġrises Ġdramatically Ġabove Ġthe Ġice Ġfields Ġof ĠAntarctica 's ĠSentinel ĠRange Ġin Ġthe ĠEll sworth ĠMountains . </s>,<s> O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O </s>
"Mount Rainier towers over the Pacific Northwest with its majestic presence, a formidable challenge for climbers and a beloved landmark for locals.","<s> Mount ĠRain ier Ġtowers Ġover Ġthe ĠPacific ĠNorthwest Ġwith Ġits Ġmajestic Ġpresence , Ġa Ġformidable Ġchallenge Ġfor Ġclimbers Ġand Ġa Ġbeloved Ġlandmark Ġfor Ġlocals . </s>",<s> O B-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O </s>
"Mount Redoubt, an active stratovolcano located on the Kenai Peninsula in Alaska, experienced significant eruptions in 1989 and 2009.","<s> Mount ĠRed oubt , Ġan Ġactive Ġstrat ov ol cano Ġlocated Ġon Ġthe ĠKen ai ĠPeninsula Ġin ĠAlaska , Ġexperienced Ġsignificant Ġeru ptions Ġin Ġ1989 Ġand Ġ2009 . </s>",<s> O B-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O </s>
The granite faces of Mount Rushmore were carved by sculptor Gutzon Borglum between 1927 and 1941.,<s> The Ġgranite Ġfaces Ġof ĠMount ĠRush more Ġwere Ġcarved Ġby Ġsculpt or ĠGut zon ĠBorg l um Ġbetween Ġ1927 Ġand Ġ1941 . </s>,<s> O O O O O B-LOCATION I-LOCATION O O O O O O O O O O O O O O O </s>
The Silberhorn in the Swiss Alps towers above its surroundings with its distinctive silver-gray granite peak.,<s> The ĠSil ber horn Ġin Ġthe ĠSwiss ĠAlps Ġtowers Ġabove Ġits Ġsurroundings Ġwith Ġits Ġdistinctive Ġsilver - gray Ġgranite Ġpeak . </s>,<s> O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O </s>
The snow-capped peak of Mount Shasta rises majestically in the heart of Northern California.,<s> The Ġsnow - c apped Ġpeak Ġof ĠMount ĠSh asta Ġrises Ġmaj est ically Ġin Ġthe Ġheart Ġof ĠNorthern ĠCalifornia . </s>,<s> O O O O O O O O B-LOCATION I-LOCATION O O O O O O O O O O O </s>
"Shishapangma is the world's 14th-highest peak at an elevation of 8,027 meters above sea level located in the Himalayas on the border between China and Nepal.","<s> Sh ish ap ang ma Ġis Ġthe Ġworld 's Ġ14 th - highest Ġpeak Ġat Ġan Ġelevation Ġof Ġ8 , 027 Ġmeters Ġabove Ġsea Ġlevel Ġlocated Ġin Ġthe ĠHimal ay as Ġon Ġthe Ġborder Ġbetween ĠChina Ġand ĠNepal . </s>",<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
"The Tahoma Mountain, also known as Mount Rainier, rises majestically from the Cascade Range in central Washington state.","<s> The ĠTah oma ĠMountain , Ġalso Ġknown Ġas ĠMount ĠRain ier , Ġrises Ġmaj est ically Ġfrom Ġthe ĠCascade ĠRange Ġin Ġcentral ĠWashington Ġstate . </s>",<s> O O O O O O O O O B-LOCATION I-LOCATION O O O O O O O O O O O O O O </s>
The Valvelspitze rises sharply from the surrounding landscape in the Patagonian Andes of Argentina and Chile.,<s> The ĠVal vel sp it ze Ġrises Ġsharply Ġfrom Ġthe Ġsurrounding Ġlandscape Ġin Ġthe ĠPat agon ian ĠAnd es Ġof ĠArgentina Ġand ĠChile . </s>,<s> O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O </s>
The ancient city of Pompeii was buried under volcanic ash from Mount Vesuvius in 79 AD.,<s> The Ġancient Ġcity Ġof ĠPompe ii Ġwas Ġburied Ġunder Ġvolcanic Ġash Ġfrom ĠMount ĠVes uv ius Ġin Ġ79 ĠAD . </s>,<s> O O O O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O </s>
"The Vinson Massif in Antarctica is the highest peak on the continent, standing at 16,060 feet above sea level.","<s> The ĠV inson ĠMass if Ġin ĠAntarctica Ġis Ġthe Ġhighest Ġpeak Ġon Ġthe Ġcontinent , Ġstanding Ġat Ġ16 , 060 Ġfeet Ġabove Ġsea Ġlevel . </s>",<s> O B-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O </s>
The summit of Mount Whitney is the highest peak in the contiguous United States.,<s> The Ġsummit Ġof ĠMount ĠWhitney Ġis Ġthe Ġhighest Ġpeak Ġin Ġthe Ġcontiguous ĠUnited ĠStates . </s>,<s> O O O B-LOCATION I-LOCATION O O O O O O O O O O </s>
The mountain Wilhelm rises majestically above the surrounding landscape.,<s> The Ġmountain ĠWilhelm Ġrises Ġmaj est ically Ġabove Ġthe Ġsurrounding Ġlandscape . </s>,<s> O O O O O O O O O O O O </s>
Mount Fuji towered majestically above the Japanese countryside.,<s> Mount ĠFuji Ġto wered Ġmaj est ically Ġabove Ġthe ĠJapanese Ġcountryside . </s>,<s> B-LOCATION I-LOCATION O O O O O O O O O O </s>
"Mount Hood, an active volcano in Oregon, is visible from Portland and other nearby cities on clear days.","<s> Mount ĠHood , Ġan Ġactive Ġvolcano Ġin ĠOregon , Ġis Ġvisible Ġfrom ĠPortland Ġand Ġother Ġnearby Ġcities Ġon Ġclear Ġdays . </s>",<s> B-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O </s>
